iter	Logloss
146	0.5249610608
147	0.5242447647
148	0.5234526575
149	0.522940643
150	0.5224333265
151	0.5219660979
152	0.5212302773
153	0.5207403591
154	0.5206164986
155	0.5200852052
156	0.5192733098
157	0.5183469006
158	0.5176898696
159	0.5170327617
160	0.516640926
161	0.5162462657
162	0.5155376004
163	0.5153182426
164	0.514695924
165	0.5138804656
166	0.513016023
167	0.5124308531
168	0.5119931748
169	0.5110534306
170	0.5104418642
171	0.5100437839
172	0.5092439068
173	0.5084397841
174	0.507889006
175	0.507231987
176	0.5065967802
177	0.505895087
178	0.5053405058
179	0.5048696236
180	0.5043438552
181	0.5037962059
182	0.5028623066
183	0.5021110547
184	0.5015237884
185	0.5011655148
186	0.5005547394
187	0.4997670849
188	0.4991549244
189	0.4985393024
190	0.4982286701
191	0.4978120187
192	0.4970390673
193	0.4962869787
194	0.4956156302
195	0.4950420606
196	0.4946120407
197	0.4939951495
198	0.4937424061
199	0.493275845
200	0.492785194
201	0.4924370051
202	0.4920635278
203	0.4917683136
204	0.4913867637
205	0.4906635197
206	0.4903276855
207	0.4900162624
208	0.4896671494
209	0.4892026134
210	0.4889060789
211	0.4884595317
212	0.4880671935
213	0.4873800011
214	0.486847172
215	0.4865361107
216	0.4861192068
217	0.4856998462
218	0.4850330232
219	0.4848378946
220	0.4844444415
221	0.4838828307
222	0.4835725961
223	0.4830111946
224	0.482550588
225	0.4819497556
226	0.4816954211
227	0.4812704164
228	0.4806837139
229	0.4799829174
230	0.4795680376
231	0.4790444106
232	0.478503411
233	0.4781882509
234	0.4778670893
235	0.4773652638
236	0.4766393386
237	0.4762180872
238	0.4757299179
239	0.4752670114
240	0.4748132546
241	0.4743287508
242	0.4738892822
243	0.4734626113
244	0.4727237518
245	0.4723448471
246	0.472030956
247	0.4715997766
248	0.4711307234
249	0.4705845461
250	0.4699309149
251	0.469608544
252	0.468937256
253	0.4685225546
254	0.4680764506
255	0.4672701188
256	0.4669596193
257	0.4663793731
258	0.4660548957
259	0.465594374
260	0.4652130484
261	0.4648379076
262	0.4645671214
263	0.4642296455
264	0.4634240401
265	0.462855443
266	0.4625640094
267	0.4624417351
268	0.4619805829
269	0.4613415552
270	0.4610441584
271	0.4607030602
272	0.4603229956
273	0.4598831837
274	0.4598461284
275	0.4595988559
276	0.4589702795
277	0.458624981
278	0.4580982111
279	0.4574724119
280	0.4571995595
281	0.4569661572
282	0.4566269491
283	0.4561329267
284	0.4555979545
285	0.455372634
286	0.4547703659
287	0.4541384755
288	0.4536190089
289	0.4532290761
290	0.4528803326
291	0.4521272336
292	0.4516933752
293	0.4514300785
294	0.4510260057
295	0.4503094288
296	0.4497752972
297	0.4493333564
298	0.4487645594
299	0.4485534112
300	0.448326428
301	0.4480280861
302	0.4477427069
303	0.4472886155
304	0.4466903214
305	0.4462701501
306	0.4457222577
307	0.4454096915
308	0.444966238
309	0.4446447255
310	0.4443978279
311	0.4438205476
312	0.4435983475
313	0.4433545871
314	0.4428543134
315	0.442632917
316	0.4424568088
317	0.4422578062
318	0.4419539395
319	0.4415896377
320	0.4412067827
321	0.4406226476
322	0.440206587
323	0.4400335408
324	0.4397139861
325	0.4392154098
326	0.4389668337
327	0.4386153561
328	0.4382219681
329	0.4378531389
330	0.4373507642
331	0.4369717126
332	0.4369298517
333	0.4366365842
334	0.4360180642
335	0.4358341933
336	0.43552069
337	0.4353158141
338	0.4349404315
339	0.4343915401
340	0.4341876163
341	0.4335884704
342	0.4332602173
343	0.4328520179
344	0.4327480908
345	0.4323411464
346	0.4319900368
347	0.4316951005
348	0.4312968636
349	0.4310497534
350	0.4308127321
351	0.4303732812
352	0.4301023914
353	0.4299391852
354	0.4295421503
355	0.4292794027
356	0.4289267071
357	0.4285499865
358	0.4282003143
359	0.427804647
360	0.4275284785
361	0.4272843675
362	0.4269339426
363	0.4266299635
364	0.4264005932
365	0.4260662316
366	0.425763
367	0.4253972348
368	0.4249911461
369	0.4247239204
370	0.4244697455
371	0.4241996144
372	0.4238985372
373	0.4236218608
374	0.4232620047
375	0.4228627331
376	0.4225146279
377	0.4223200266
378	0.4219112743
379	0.4216355797
380	0.4213515859
381	0.4211650959
382	0.4209273104
383	0.4205735991
384	0.4202996985
385	0.4201695171
386	0.4198521644
387	0.4193860485
388	0.4191722191
389	0.4188490851
390	0.4184379761
391	0.4181442827
392	0.4179120814
393	0.4177166816
394	0.4173083732
395	0.4170380882
396	0.4168233897
397	0.4163557139
398	0.4160393998
399	0.4155938193
400	0.4153461863
401	0.4150897739
402	0.4146907691
403	0.4143765004
404	0.4140270173
405	0.4136583122
406	0.4135484414
407	0.4133966694
408	0.4129580358
409	0.4124440623
410	0.4120747852
411	0.4116961062
412	0.4114220114
413	0.4109872856
414	0.410776797
415	0.4104493448
416	0.4102026587
417	0.4097644876
418	0.4095086244
419	0.4092710091
420	0.4089973729
421	0.4086514577
422	0.4085458741
423	0.4083357495
424	0.4079034871
425	0.4076841192
426	0.4075826313
427	0.4072964108
428	0.406930342
429	0.4067214878
430	0.4064459554
431	0.4061061149
432	0.4058196276
433	0.4055235833
434	0.4052719745
435	0.4050094024
436	0.4047338161
437	0.4043396238
438	0.403945085
439	0.4035823929
440	0.4034215669
441	0.4030395689
442	0.4026994363
443	0.402244553
444	0.4020051126
445	0.4017208635
446	0.4014606441
447	0.4012544776
448	0.4010108998
449	0.4008945405
450	0.4006483289
451	0.4004541682
452	0.4001486227
453	0.3999212092
454	0.3995016112
455	0.399085432
456	0.3989641119
457	0.3987464965
458	0.3986066579
459	0.3981305682
460	0.3978972981
461	0.3976749155
462	0.3974119017
463	0.3972420637
464	0.3968720805
465	0.39667961
466	0.3962576515
467	0.3961290103
468	0.3958184611
469	0.3956047408
470	0.3954018988
471	0.3952780152
472	0.3952115754
473	0.3948287042
474	0.3945347991
475	0.3942571206
476	0.394029084
477	0.3937984866
478	0.3936079007
479	0.3934264508
480	0.3931384361
481	0.3927196859
482	0.3926192035
483	0.3925620786
484	0.3922388391
485	0.3919638666
486	0.3918002298
487	0.3917386727
488	0.3913910834
489	0.3910358268
490	0.3907801227
491	0.3905581945
492	0.3902928052
493	0.3901812253
494	0.3900843222
495	0.3897210404
496	0.3895793218
497	0.3893140105
498	0.3889708206
499	0.3887379507
500	0.3883765587
501	0.3882300357
502	0.3877619394
503	0.3873916643
504	0.3871408619
505	0.3869235487
506	0.3866393942
507	0.3863851479
508	0.3863247191
509	0.3859792212
510	0.3858690722
511	0.3857186966
512	0.3855069691
513	0.3852148732
514	0.384944324
515	0.3845686448
516	0.3841666613
517	0.383848776
518	0.383573455
519	0.3834894316
520	0.3832399184
521	0.3829771152
522	0.3826295746
523	0.3823208011
524	0.3820295608
525	0.3818166249
526	0.3813554519
527	0.3809847095
528	0.3808174676
529	0.3803805147
530	0.3801217671
531	0.3799853169
532	0.3797193221
533	0.3794992508
534	0.3792934234
535	0.3790441988
536	0.3788541334
537	0.3786624329
538	0.3785404385
539	0.3783888948
540	0.378206645
541	0.3781480238
542	0.378030457
543	0.3777136096
544	0.3774250694
545	0.3773158913
546	0.3770482015
547	0.3769011571
548	0.3768601885
549	0.3767365001
550	0.3763914093
551	0.3760449805
552	0.3759461259
553	0.375832373
554	0.3756950029
555	0.375471179
556	0.37516025
557	0.374848273
558	0.374714599
559	0.3745585626
560	0.3743707032
561	0.3742606439
562	0.3741076857
563	0.3739882012
564	0.3736767933
565	0.3733268686
566	0.3732383564
567	0.3731188547
568	0.3728203778
569	0.372518831
570	0.3723307139
571	0.3719123704
572	0.3717559574
573	0.3715751935
574	0.3713545903
575	0.3711583543
576	0.3710381476
577	0.3708479736
578	0.370531934
579	0.3703281538
580	0.370176637
581	0.3700287474
582	0.3700144292
583	0.3698283062
584	0.3695681061
585	0.3693824498
586	0.3691773757
587	0.3690694742
588	0.3688454647
589	0.3685550738
590	0.3683294773
591	0.3679864298
592	0.3678556661
593	0.3676191106
594	0.3674378702
595	0.3671524342
596	0.3669518754
597	0.3668056882
598	0.3667381031
599	0.3664243283
600	0.3662824677
601	0.3661362231
602	0.3658997275
603	0.3657185973
604	0.3654977351
605	0.3652700014
606	0.3650780806
607	0.3648869354
608	0.3644240691
609	0.3642676246
610	0.3638563375
611	0.3636846264
612	0.3635873565
613	0.3631522314
614	0.3628898435
615	0.3626243982
616	0.3624829754
617	0.3622863117
618	0.3621214844
619	0.3619203993
620	0.3616415202
621	0.3613933333
622	0.3612562015
623	0.3610784915
624	0.3607828564
625	0.3605134089
626	0.3603429022
627	0.3601426149
628	0.3598157885
629	0.3596346791
630	0.3595090039
631	0.3593218099
632	0.3589178648
633	0.3587353856
634	0.3584078979
635	0.3582618438
636	0.3579978123
637	0.3579035767
638	0.3577173147
639	0.3575247291
640	0.3573430837
641	0.3571875659
642	0.3570418237
643	0.3565529051
644	0.3564401596
645	0.3563683011
646	0.3562293505
647	0.3561352598
648	0.3559068936
649	0.3557940275
650	0.3555988105
651	0.355569647
652	0.3555192475
653	0.3551233874
654	0.3548778901
655	0.354745447
656	0.3545963582
657	0.3544740931
658	0.3543380702
659	0.3541425686
660	0.353924666
661	0.3536861459
662	0.3536377111
663	0.3533354079
664	0.3530385003
665	0.3528511355
666	0.3527080671
667	0.3525517751
668	0.3523814845
669	0.3522441136
670	0.3521240732
671	0.3518899064
672	0.3517025602
673	0.3514095988
674	0.3510435374
675	0.3507999969
676	0.3506757804
677	0.3506619651
678	0.3505401167
679	0.3503459022
680	0.350321055
681	0.3501161254
682	0.3499204639
683	0.3497736936
684	0.3495986332
685	0.3494759276
686	0.3491956707
687	0.3489964586
688	0.3486974985
689	0.348428676
690	0.3482198821
691	0.3480907097
692	0.3478574961
693	0.3477417819
694	0.3473650392
695	0.347093624
696	0.3469163242
697	0.3464944568
698	0.3461897877
699	0.3458789376
700	0.3457525149
701	0.34555785
702	0.3454720441
703	0.3453278895
704	0.3451537398
705	0.3450298273
706	0.3447044754
707	0.3444668015
708	0.3442496966
709	0.3439659495
710	0.3437996023
711	0.3434376779
712	0.3430498366
713	0.3428972275
714	0.3426213971
715	0.3424858711
716	0.3423581205
717	0.3422149916
718	0.3419307586
719	0.341695999
720	0.3415495443
721	0.3412660148
722	0.3408788349
723	0.3407275412
724	0.3404583555
725	0.3404050115
726	0.3400844124
727	0.3398665532
728	0.3397261893
729	0.339542423
730	0.3392585584
731	0.3390452708
732	0.3387725478
733	0.338483006
734	0.3381721745
735	0.3380042587
736	0.3377855009
737	0.3376640519
738	0.3374276659
739	0.3374154451
740	0.3372913875
741	0.3370597948
742	0.3368425139
743	0.3366534991
744	0.3364526038
745	0.3362090499
746	0.3360103467
747	0.3358215656
748	0.335609007
749	0.3353139498
750	0.3350337036
751	0.3348226082
752	0.334614731
753	0.3343087914
754	0.3341804303
755	0.3340482094
756	0.3338106251
757	0.3334566174
758	0.3331613707
759	0.3331345926
760	0.3329888345
761	0.332909649
762	0.3328358245
763	0.3326265709
764	0.3324057516
765	0.3321514134
766	0.3318453117
767	0.331652969
768	0.3314702492
769	0.331261287
770	0.3310397902
771	0.330925982
772	0.3307079438
773	0.33050774
774	0.3303031591
775	0.3302329716
776	0.3301084997
777	0.3298307317
778	0.3296723474
779	0.3293886192
780	0.3292467871
781	0.3289793348
782	0.3288576694
783	0.3286380171
784	0.3282770751
785	0.3281676076
786	0.3279664192
787	0.3278073656
788	0.327679956
789	0.3274743312
790	0.3272701484
791	0.3270241177
792	0.3267445488
793	0.3264773332
794	0.3263697959
795	0.3261341622
796	0.3259632065
797	0.3256219957
798	0.3253169122
799	0.3250904231
800	0.3247560625
801	0.3246224239
802	0.3244897412
803	0.3243248389
804	0.3242317306
805	0.3240706604
806	0.32384029
807	0.3235913459
808	0.3233531888
809	0.3232506541
810	0.3229300077
811	0.3226916759
812	0.32249565
813	0.3222801066
814	0.322065433
815	0.3218888177
816	0.3217722153
817	0.3214771374
818	0.3212919255
819	0.3211336563
820	0.3207879761
821	0.3203471474
822	0.320219201
823	0.3200022093
824	0.3197533846
825	0.3195349517
826	0.3193595829
827	0.31918153
828	0.3191441106
829	0.3189765571
830	0.3188050649
831	0.3184983044
832	0.3184246541
833	0.3183173511
834	0.3181209914
835	0.3178746344
836	0.3177410376
837	0.3175446853
838	0.3173436292
839	0.3171724335
840	0.3170383098
841	0.3168763282
842	0.3166823233
843	0.3164533533
844	0.3162221791
845	0.316052035
846	0.3158554536
847	0.3157114918
848	0.315575195
849	0.3153839092
850	0.3151553897
851	0.314965063
852	0.314665602
853	0.3144084514
854	0.3141338834
855	0.3138829407
856	0.3136957571
857	0.3133342009
858	0.3131520983
859	0.3129993125
860	0.3127230135
861	0.3125093951
862	0.3122206502
863	0.3119627061
864	0.3117735713
865	0.3116072579
866	0.3112208284
867	0.3110326781
868	0.3108509125
869	0.310637551
870	0.3105935087
871	0.3104533175
872	0.3102340619
873	0.3100180227
874	0.3095344271
875	0.3093253396
876	0.3091254393
877	0.3088758837
878	0.3087893444
879	0.3086941998
880	0.308440113
881	0.3081415589
882	0.3078814457
883	0.3076488019
884	0.3073659535
885	0.3072469652
886	0.3070207861
887	0.3067449294
888	0.3066517884
889	0.306521976
890	0.3062869305
891	0.3060501809
892	0.3058210514
893	0.3056098609
894	0.3053792091
895	0.305202615
896	0.3048595754
897	0.3045512781
898	0.3043102323
899	0.3041884231
900	0.3039092175
901	0.3036633502
902	0.3034893061
903	0.303315958
904	0.3029654531
905	0.3029168592
906	0.3027278864
907	0.302566675
908	0.3023557565
909	0.3021462602
910	0.3018965311
911	0.3016682479
912	0.3014562158
913	0.301168235
914	0.3009399997
915	0.3008026239
916	0.3006238673
917	0.3003320567
918	0.3000988227
919	0.2999627565
920	0.2996342051
921	0.2993917944
922	0.299239216
923	0.2990576524
924	0.2989025388
925	0.2988513348
926	0.2985386393
927	0.2983518846
928	0.29830838
929	0.2980498864
930	0.2977599874
931	0.2974894129
932	0.2973048808
933	0.2971034501
934	0.2968399062
935	0.2966761888
936	0.296343054
937	0.2961286571
938	0.2958600711
939	0.2956151298
940	0.295419231
941	0.2951721252
942	0.2949039721
943	0.2947969986
944	0.294604795
945	0.2943350313
946	0.2940908461
947	0.2940060303
948	0.2939671551
949	0.2937119972
950	0.2934776784
951	0.2932701589
952	0.2931624694
953	0.2928519417
954	0.2927338356
955	0.292497658
956	0.2922440644
957	0.2919287444
958	0.2919147455
959	0.2917637066
960	0.2916126517
961	0.2913971579
962	0.2912069621
963	0.2910001385
964	0.2907677355
965	0.2904910167
966	0.2902113135
967	0.290037894
968	0.2898183733
969	0.289562877
970	0.2893401373
971	0.2891062636
972	0.2889122357
973	0.2885591585
974	0.2884237424
975	0.2881683062
976	0.2879610302
977	0.2877652618
978	0.2876079884
979	0.2873972864
980	0.2872737799
981	0.2870469113
982	0.2867810341
983	0.2865630725
984	0.2863156168
985	0.2861248481
986	0.285920893
987	0.2856222458
988	0.285371511
989	0.2850702958
990	0.2847884452
991	0.2845615381
992	0.2844628234
993	0.2842881245
994	0.2841006228
995	0.2838494897
996	0.2836040257
997	0.2833910771
998	0.2832570992
999	0.2830236268
